"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"14866",21,"admin.","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20113",55,"services","married","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"11005",41,"services","married","basic.9y","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"20026",44,"admin.","married","high.school","no","no","no","cellular","aug","fri",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"15545",41,"housemaid","married","high.school","no","yes","no","cellular","jul","fri",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"5903",54,"retired","divorced","high.school","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"35495",28,"admin.","single","university.degree","no","no","no","cellular","may","mon",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"12205",43,"technician","single","professional.course","no","no","no","telephone","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"11978",33,"admin.","married","high.school","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"31743",41,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"18534",39,"services","married","high.school","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"38177",26,"technician","single","university.degree","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"22986",56,"services","married","high.school","no","no","no","cellular","aug","mon",5,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"38702",30,"blue-collar","single","high.school","no","yes","no","telephone","nov","mon",2,999,0,"nonexistent",92.649,-30.1,5017.5,"no"
"41040",33,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",5,999,0,"nonexistent",94.601,-49.5,4963.6,"yes"
"21226",41,"self-employed","married","university.degree","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"28492",35,"admin.","married","university.degree","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"37093",33,"admin.","divorced","university.degree","no","no","yes","cellular","jul","thu",3,999,0,"nonexistent",92.469,-33.6,5076.2,"no"
"540",33,"self-employed","married","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"116",36,"blue-collar","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"1905",46,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"25240",39,"technician","married","university.degree","no","no","yes","cellular","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"yes"
"27601",48,"unemployed","divorced","professional.course","no","yes","no","telephone","nov","fri",4,999,0,"nonexistent",93.2,-42,5195.8,"no"
"32972",33,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"5624",43,"services","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"7936",49,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"28894",38,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"31946",41,"admin.","single","high.school","no","no","no","telephone","may","thu",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"18958",45,"technician","divorced","high.school","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"8991",30,"blue-collar","single","basic.9y","no","no","no","telephone","jun","thu",4,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"36315",28,"self-employed","single","university.degree","no","yes","yes","cellular","jun","mon",2,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"40819",23,"student","single","university.degree","no","yes","no","cellular","sep","fri",2,999,4,"failure",94.199,-37.5,4963.6,"no"
"1897",28,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"11387",47,"services","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"26626",31,"unemployed","single","professional.course","no","no","no","cellular","nov","thu",1,999,1,"failure",93.2,-42,5195.8,"no"
"19117",42,"technician","divorced","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27833",30,"student","single","high.school","no","no","no","cellular","mar","fri",5,10,2,"failure",92.843,-50,5099.1,"yes"
"20244",49,"blue-collar","married","basic.6y","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"14851",31,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20720",34,"admin.","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"20477",40,"technician","married","high.school","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"39025",29,"unemployed","married","basic.4y","no","no","no","telephone","dec","thu",1,999,0,"nonexistent",92.713,-33,5023.5,"yes"
"33026",44,"blue-collar","married","high.school","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"150",51,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"1276",52,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"10708",30,"self-employed","single","university.degree","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",94.465,-41.8,5228.1,"yes"
"22184",56,"self-employed","married","basic.9y","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"10",25,"services","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"33566",50,"entrepreneur","married","university.degree","no","yes","no","cellular","may","tue",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"15347",27,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"1630",37,"technician","single","professional.course","no","no","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"41002",38,"admin.","divorced","basic.9y","no","no","no","cellular","oct","wed",2,999,3,"failure",94.601,-49.5,4963.6,"no"
"21219",36,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"22461",49,"unemployed","married","high.school","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"926",38,"technician","single","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"7216",44,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"28182",39,"technician","married","basic.6y","no","yes","no","cellular","apr","tue",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"7816",56,"retired","divorced","basic.4y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"10713",22,"services","single","basic.4y","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"29797",40,"blue-collar","married","basic.4y","no","yes","yes","cellular","apr","mon",4,999,1,"failure",93.075,-47.1,5099.1,"no"
"28351",38,"services","single","high.school","no","yes","no","cellular","apr","wed",3,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"4183",44,"technician","single","professional.course","no","no","no","telephone","may","mon",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19598",39,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"10467",51,"admin.","married","high.school","no","no","no","telephone","jun","mon",12,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"24311",31,"services","divorced","high.school","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"1665",30,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"24321",46,"technician","married","professional.course","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"40473",35,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",2,6,3,"success",94.027,-38.3,4991.6,"yes"
"40803",30,"housemaid","single","university.degree","no","no","no","cellular","sep","thu",2,999,0,"nonexistent",94.199,-37.5,4963.6,"no"
"40929",21,"student","single","high.school","no","no","no","cellular","oct","tue",1,999,0,"nonexistent",94.601,-49.5,4963.6,"yes"
"35914",53,"technician","married","professional.course","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"18409",29,"admin.","single","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"26123",41,"management","married","university.degree","no","yes","yes","cellular","nov","wed",4,999,0,"nonexistent",93.2,-42,5195.8,"no"
"25503",32,"unemployed","divorced","high.school","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"5061",39,"technician","divorced","professional.course","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"16826",53,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"34057",33,"admin.","single","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"9111",54,"entrepreneur","married","basic.9y","no","no","yes","telephone","jun","fri",6,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"14635",36,"services","single","high.school","no","no","yes","cellular","jul","tue",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"27367",34,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",93.2,-42,5195.8,"yes"
"4116",55,"services","divorced","high.school","no","no","yes","telephone","may","mon",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"16854",55,"admin.","married","basic.4y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"24910",32,"services","married","basic.6y","no","yes","no","telephone","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"3887",30,"admin.","single","university.degree","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17869",44,"student","single","high.school","no","no","yes","cellular","jul","tue",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"4659",58,"management","married","university.degree","no","no","no","telephone","may","wed",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"2269",59,"housemaid","married","basic.4y","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"40049",46,"admin.","married","high.school","no","yes","yes","cellular","jul","tue",1,13,2,"success",94.215,-40.3,4991.6,"yes"
"37562",25,"student","single","high.school","no","yes","no","cellular","aug","fri",1,999,1,"failure",92.201,-31.4,5076.2,"no"
"9151",35,"blue-collar","single","high.school","no","no","yes","telephone","jun","fri",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38932",48,"management","divorced","university.degree","no","yes","no","cellular","nov","wed",1,3,1,"success",92.649,-30.1,5017.5,"yes"
"19040",39,"technician","divorced","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"yes"
"16684",39,"services","married","professional.course","no","yes","yes","cellular","jul","wed",6,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"9479",26,"services","single","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38346",49,"admin.","single","high.school","no","yes","no","telephone","oct","fri",1,999,1,"failure",92.431,-26.9,5017.5,"yes"
"238",48,"admin.","married","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"14542",26,"admin.","married","university.degree","no","no","no","cellular","jul","tue",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"2996",33,"self-employed","married","basic.9y","no","yes","no","telephone","may","wed",11,999,0,"nonexistent",93.994,-36.4,5191,"no"
"3368",27,"blue-collar","single","basic.6y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"32272",40,"services","married","basic.4y","no","no","no","cellular","may","fri",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"15477",35,"technician","married","university.degree","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"36032",45,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",1,9,1,"success",92.893,-46.2,5099.1,"no"
"21028",32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"605",32,"admin.","single","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5660",26,"admin.","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"16725",48,"technician","divorced","professional.course","no","yes","yes","cellular","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"3129",38,"technician","single","professional.course","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"7688",30,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"31979",35,"technician","single","professional.course","no","no","yes","cellular","may","thu",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"37850",24,"student","single","high.school","no","yes","no","telephone","aug","fri",1,999,0,"nonexistent",92.201,-31.4,5076.2,"no"
"18776",27,"admin.","single","high.school","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"3366",57,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"21249",44,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"30532",36,"entrepreneur","married","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"8745",35,"services","divorced","high.school","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"22897",58,"management","married","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"35086",47,"services","married","high.school","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"17719",57,"student","married","basic.6y","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"30219",35,"management","married","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"11195",45,"blue-collar","married","basic.4y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"13791",46,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"2483",47,"management","married","basic.4y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"2144",39,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"41032",25,"student","single","high.school","no","yes","no","cellular","oct","mon",1,6,4,"success",94.601,-49.5,4963.6,"no"
"18254",26,"blue-collar","married","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
